,Prov.Id,Prov.State,DRG Charges 039,DRG Charges 057,DRG Charges 064,DRG Charges 065,DRG Charges 066,DRG Charges 069,DRG Charges 074,DRG Charges 101,DRG Charges 149,DRG Charges 176,DRG Charges 177,DRG Charges 178,DRG Charges 189,DRG Charges 190,DRG Charges 191,DRG Charges 192,DRG Charges 193,DRG Charges 194,DRG Charges 195,DRG Charges 202,DRG Charges 203,DRG Charges 207,DRG Charges 208,DRG Charges 238,DRG Charges 243,DRG Charges 244,DRG Charges 246,DRG Charges 247,DRG Charges 249,DRG Charges 251,DRG Charges 252,DRG Charges 253,DRG Charges 254,DRG Charges 280,DRG Charges 281,DRG Charges 282,DRG Charges 286,DRG Charges 287,DRG Charges 291,DRG Charges 292,DRG Charges 293,DRG Charges 300,DRG Charges 301,DRG Charges 303,DRG Charges 305,DRG Charges 308,DRG Charges 309,DRG Charges 310,DRG Charges 312,DRG Charges 313,DRG Charges 314,DRG Charges 315,DRG Charges 329,DRG Charges 330,DRG Charges 372,DRG Charges 377,DRG Charges 378,DRG Charges 379,DRG Charges 389,DRG Charges 390,DRG Charges 391,DRG Charges 392,DRG Charges 394,DRG Charges 418,DRG Charges 419,DRG Charges 439,DRG Charges 460,DRG Charges 469,DRG Charges 470,DRG Charges 473,DRG Charges 480,DRG Charges 481,DRG Charges 482,DRG Charges 491,DRG Charges 536,DRG Charges 552,DRG Charges 563,DRG Charges 602,DRG Charges 603,DRG Charges 638,DRG Charges 640,DRG Charges 641,DRG Charges 682,DRG Charges 683,DRG Charges 684,DRG Charges 689,DRG Charges 690,DRG Charges 698,DRG Charges 699,DRG Charges 811,DRG Charges 812,DRG Charges 853,DRG Charges 870,DRG Charges 871,DRG Charges 872,DRG Charges 885,DRG Charges 897,DRG Charges 917,DRG Charges 918,DRG Charges 948
0,10001,AL,32963.07,20312.78,38820.39,27345.1,17605.51,20688.83,18489.15,19619.7,,23680.3,48240.09,31341.59,28807.61,26582.76,23894.34,15609.81,31350.52,21096.94,12034.15,21906.24,,107347.52,53051.04,54708.17,56938.7,46950.14,84912.15,61844.96,55815.12,46396.17,86504.43,64586.71,45614.84,40237.34,28963.8,27298.33,45796.56,30576.78,34347.91,23352.07,14707.02,21299.34,10889.05,18901.63,,25886.55,19155.11,13072.69,18743.37,19540.55,35343.27,26014.66,108112.28,60062.12,27708.41,41152.84,22625.72,,22502.66,18370.04,30981.0,20609.24,28654.06,42380.07,26190.13,,79955.22,65490.85,43444.03,38770.44,45026.66,35220.98,,26738.52,,23609.25,,32120.3,20552.08,21175.81,25581.0,19490.6,35164.42,19925.46,18211.06,32679.22,20601.17,28252.76,17647.47,32165.86,19670.22,73419.78,129694.04,44643.01,25434.18,17627.12,12254.78,53962.0,16583.15,19081.72
1,10005,AL,15131.85,,22946.38,16930.43,17170.27,14260.0,,,,,23464.22,16967.0,19396.71,16319.81,12395.69,9892.56,19380.96,14732.0,10862.82,,,,45063.52,,,,,46095.22,,,,38748.45,25858.36,,,,,23755.73,23327.57,14110.51,10107.37,8175.56,,8309.84,,13262.93,13036.88,,11926.96,,,10562.27,,,,,10613.83,,8466.17,7359.25,,10594.07,11517.0,19605.13,,15285.27,,,31340.35,,,21420.32,,,,,,,11822.4,9719.16,,7784.95,13047.26,10819.55,,16579.33,11506.74,,,,11610.0,,,26056.59,14409.25,,,,4973.93,9381.09
2,10006,AL,37560.37,,45393.21,27320.14,16392.37,17091.66,,18362.2,,23228.42,48418.9,41442.48,26143.33,31315.1,23476.8,18648.83,37018.57,27976.01,17759.5,16750.0,18616.07,117772.91,56430.72,82020.29,64304.27,53347.26,84797.81,58569.53,54674.28,50850.53,80392.09,72561.69,56956.73,49635.9,30720.81,22594.11,45169.5,26789.68,32650.21,21302.34,14005.55,25328.9,11323.29,,,31553.83,16674.28,10547.41,17651.48,20241.84,35588.81,28862.27,115708.6,58105.58,,51199.1,21184.13,17413.41,25449.96,17519.5,41169.9,18220.04,16894.14,40141.31,,25451.83,71199.06,101388.37,48762.16,36935.52,49539.28,38069.41,,,,19366.55,15115.18,36261.9,17293.2,17021.54,22928.33,16051.01,42813.58,23512.85,,20931.9,15745.25,,,30195.62,19065.81,160186.05,,49858.93,21602.83,10376.13,10866.42,34537.27,14834.22,17894.59
3,10011,AL,13998.28,22074.08,24204.84,16743.5,19042.89,18208.0,24962.92,15468.45,,18820.05,63741.33,25045.47,33049.32,27379.08,20827.02,14231.54,33768.75,23711.17,17000.5,24296.58,12844.78,121698.53,48317.17,46120.96,57962.35,47738.86,60234.93,46296.46,48754.63,38131.35,44442.71,52281.18,52892.75,47468.55,24455.35,17427.36,40385.22,18766.64,31104.07,18117.9,11856.1,16848.26,7881.37,11776.75,,24363.77,17324.21,11557.02,18317.05,13311.78,,,76467.29,30432.6,,47576.0,19612.02,13277.91,17293.42,11448.86,,14984.56,11004.93,26493.26,22091.5,27758.4,44224.07,73278.81,31092.75,23604.07,56918.71,30915.06,22673.63,12029.36,10524.64,17363.94,,,12357.16,15875.5,24594.07,12709.62,24545.89,19171.84,15049.16,28215.0,16804.77,17433.0,9976.81,,13303.33,,,41809.6,18996.52,11076.0,,,13982.84,12695.95
4,10016,AL,31633.27,,64537.85,32865.13,29767.41,22626.67,,24004.8,,31418.05,57383.04,47358.07,30720.51,36289.97,28158.81,18614.77,47292.57,32653.87,21053.57,20419.4,,,70794.91,92473.7,,65642.46,111867.11,80243.23,69717.69,,65965.09,57907.0,53030.1,44164.29,39002.8,,63499.35,37307.48,38418.41,28616.77,18962.61,26794.0,18955.07,21068.5,20969.68,50356.08,27599.96,14979.76,20330.41,21375.25,52267.54,27124.54,142560.71,71613.11,33125.29,42613.31,32471.6,23555.6,31211.45,20000.52,35758.46,23166.63,25631.65,50721.0,34197.31,,72088.62,,50754.3,31326.81,,47057.81,34373.18,24743.46,,25184.81,,,26019.55,19038.27,34376.94,19867.97,50727.91,25779.6,22089.0,37063.13,22794.43,,,31699.45,19840.12,,,66437.14,38877.69,,,59053.63,14105.11,22093.3
5,10023,AL,16920.79,21452.7,38000.68,28504.9,18203.61,17312.93,20371.85,16271.15,15280.28,31922.41,,,28077.87,30926.08,22044.54,19129.36,34970.42,24682.31,19777.37,15642.33,15203.56,117604.23,48669.44,58854.2,55280.28,49449.88,82225.3,53498.71,46764.7,42330.52,49828.0,46177.52,30926.75,40433.93,26389.89,25152.81,36850.17,25754.28,27824.12,20002.07,14617.68,23142.61,17792.61,13244.87,11238.73,30786.68,19728.22,10849.16,16908.49,12072.04,24506.41,23994.38,129017.22,56497.66,,41700.23,19092.76,13537.77,28526.17,11794.6,19151.37,17034.45,24999.72,,23279.33,18855.73,68579.74,50748.46,41603.11,28614.89,96497.28,38468.06,30748.81,24495.68,14272.72,20972.84,12743.71,,18866.91,15398.35,19261.41,15595.6,25952.14,25505.4,,24868.92,20549.54,24181.46,20239.69,,16429.14,118739.33,110826.26,50610.16,32664.94,,17288.35,41633.46,11902.5,16321.9
6,10029,AL,11977.13,10701.64,15519.5,13762.61,8675.4,7370.96,10775.52,9518.91,,12835.93,18398.12,13003.57,12863.96,12562.79,9220.64,8136.35,14931.12,10220.62,8029.03,8932.69,6930.17,65345.33,22254.71,38432.5,34117.8,28558.58,41985.66,29573.24,32961.18,25165.05,28369.12,32264.37,21799.18,19253.69,,11609.83,21572.75,16266.37,15864.97,10777.09,7256.28,9782.08,7966.25,5241.58,8562.69,14020.3,8801.91,6092.14,7672.37,6660.36,16815.97,7255.46,52880.72,25121.17,9112.07,14601.76,9590.02,,9763.26,6617.7,14102.65,8025.69,12760.77,21379.66,12509.75,9614.72,21212.27,30602.33,25974.62,22520.73,23062.46,17667.71,14541.71,9321.79,,9117.33,,,7975.71,6841.93,11207.14,7786.23,15362.16,8604.15,6052.18,11491.0,8475.38,14155.68,,10081.17,7334.6,51589.15,61137.53,17580.16,10338.25,9009.39,5622.64,18859.86,9588.43,7298.66
7,10033,AL,35841.09,35213.76,60849.27,37680.25,28430.27,26658.31,30822.97,15283.03,,17814.42,71961.0,51261.84,48649.0,29210.4,21674.31,15007.21,33152.65,23160.38,15011.53,21128.2,12438.42,188031.14,74599.3,87058.41,65453.85,57697.76,104912.72,65176.76,54038.68,70513.25,74636.07,71974.25,44869.35,59410.51,34636.11,30072.85,117293.63,41243.78,60845.16,22285.68,15459.66,23219.58,21222.87,12385.52,13379.87,28210.24,19007.2,13878.02,14680.34,15449.91,44650.97,38550.6,142991.34,72764.64,25766.53,42674.76,24662.31,14430.84,20285.51,16388.21,20170.98,20051.33,20623.36,,31067.66,26588.69,85098.24,72602.33,52962.59,52714.18,82164.52,65318.66,51169.47,28326.23,22892.64,26129.17,29579.84,18892.36,15487.01,19911.35,25077.21,17636.39,29711.63,22130.99,15161.5,26867.01,16997.34,43808.68,26774.7,27645.91,15246.34,185073.88,205492.84,55870.59,31162.96,23252.0,,52977.15,14658.82,16729.82
8,10039,AL,28523.39,26144.21,52699.69,31363.69,23593.17,23076.94,32565.82,22734.52,19069.25,27121.85,50401.81,33127.97,30398.82,27348.6,22798.49,17818.93,33523.99,26747.96,16081.72,22746.18,10409.0,145193.93,57319.69,105963.79,65814.35,59624.03,82102.36,57082.67,43171.26,39543.78,105081.45,87957.1,58527.58,42827.33,25307.28,23716.63,41480.59,26539.42,34623.75,23122.65,15866.79,23980.86,23817.03,19439.4,19585.35,27730.07,18696.25,13929.5,19559.38,21093.72,58824.82,24886.5,149896.22,66580.42,27464.43,43752.62,24540.07,14040.91,23247.11,15533.16,36872.81,21552.61,23719.03,47203.96,29531.38,18103.62,124519.79,79561.71,54777.21,54951.4,67629.71,50530.11,36411.44,28584.1,20876.76,26167.23,19678.8,35634.31,22472.34,22960.15,27937.5,17256.85,36530.2,23456.81,17680.08,26465.93,19439.94,40317.69,19718.2,32320.75,22131.65,135358.51,130488.42,49706.59,29732.9,,22833.53,32571.92,17990.48,25634.22
9,10040,AL,75233.38,32279.0,100144.94,64503.62,59397.41,47517.38,57705.42,45608.63,,,137230.78,90383.44,76301.51,50785.42,46608.03,41440.86,85304.51,56053.69,37044.35,49227.52,,236092.75,142236.96,,121300.9,99782.65,,137566.18,145513.66,,,89512.36,75103.46,,92559.41,49000.29,94135.21,66779.71,85369.89,50466.55,34753.09,50684.0,33882.58,,31010.93,80824.92,48783.48,28185.91,45055.2,39035.25,108547.94,,280695.8,135194.58,,82870.25,61488.29,49074.26,,,100906.58,49978.57,68785.83,92185.32,69747.34,,114737.67,176043.68,92280.17,77617.09,150979.61,87530.17,71634.41,56212.61,25168.71,38813.53,,66209.36,42199.97,47267.05,72863.15,44882.82,120300.24,71013.69,,58758.94,47271.73,,,59925.92,24499.39,307212.27,316272.56,127121.04,67095.26,39277.06,,,25300.37,
10,10046,AL,67327.92,29284.9,60726.12,44769.82,38763.5,31843.14,,31973.4,,,88134.41,71440.05,65019.93,49602.19,40587.62,31265.07,74270.64,45192.39,35684.61,32245.59,25497.55,252726.25,116333.86,,142715.64,137134.4,,124453.16,117334.23,,,110890.0,83073.82,85663.0,,,94735.11,53137.67,74965.82,40741.67,24459.46,51162.63,21589.9,,19256.71,46755.37,32479.4,20941.77,32395.14,23769.85,64112.69,,142100.75,79593.58,59188.4,61673.08,37359.94,17348.21,,,49375.72,29276.25,32946.68,65151.0,45363.0,36363.83,,157710.64,114776.86,,,83894.64,68674.96,,26210.85,31318.8,,66489.22,26367.92,30251.88,52571.64,25415.81,80629.77,45659.49,24551.05,56407.37,28815.44,,,45862.16,19398.98,188313.35,270372.38,88382.52,44776.54,,17280.1,53052.13,17805.15,29257.0
11,10055,AL,39607.28,30142.25,68888.0,37860.98,22744.18,26806.52,28579.0,29718.8,,40537.97,62195.46,34535.23,46107.22,33441.81,36030.46,23583.6,46243.9,27032.87,21806.18,28028.2,,170623.39,71315.73,99163.54,44048.25,25585.9,,97646.8,96811.07,,102231.45,66983.45,,42962.87,38060.61,,,28919.13,42150.76,30681.01,21665.5,25512.24,22460.3,14500.18,,34178.43,20553.28,16366.9,21826.64,17560.85,50684.61,,151093.47,110351.42,30135.57,48314.61,27990.9,,31857.01,21893.04,42623.63,28109.72,36233.17,64990.52,42900.0,47869.21,74164.38,113305.92,62502.71,44454.55,73323.54,42555.87,,30711.14,16789.71,23773.62,25561.18,32163.36,30825.34,26661.54,41132.29,20171.09,53015.88,28198.2,,29167.74,27217.4,,23664.16,,22762.6,,,71574.57,50637.11,,,,,
12,10056,AL,22862.23,16074.66,31531.02,23198.31,13801.35,12191.95,18981.34,16253.4,9433.13,17865.69,47152.0,29658.6,29720.72,23245.11,19405.85,11933.2,29031.19,21632.75,13765.11,19150.2,13916.19,104554.31,31900.0,54509.5,36012.84,26785.85,52260.56,38338.81,30170.05,29690.03,54894.69,40821.33,28487.77,36988.39,17304.15,17187.38,31340.35,16339.76,29704.28,17130.62,11199.71,10553.85,11058.6,,10810.36,21439.15,15483.73,9142.09,11791.0,10957.75,39294.46,14094.45,63235.42,36619.4,17198.81,34312.0,16814.96,12197.97,17887.65,10078.25,18642.16,12348.41,14426.68,28607.62,17935.27,16146.16,49233.78,52440.2,33297.36,22103.01,43320.41,35046.47,25734.38,12031.33,9329.0,13686.15,9852.66,32761.18,12202.51,12493.96,17898.84,11859.85,31454.26,16117.33,11354.07,16843.78,12747.96,27330.84,,20768.25,14647.0,126829.85,129800.64,32218.45,23889.47,,,20412.92,13429.41,12208.74
13,10078,AL,31110.85,24654.36,34055.56,24790.24,19425.08,18391.71,12302.0,15406.03,10195.75,18422.66,49528.73,29239.0,22717.75,22290.42,19465.93,16079.01,34647.39,23911.74,14729.41,20666.33,10762.12,111192.8,46929.67,99977.61,58415.52,,75024.67,56615.94,,,59962.13,51824.0,,38296.59,28026.85,22622.26,40632.84,28914.33,32600.99,19519.52,14424.21,14652.79,14281.58,19875.33,11717.04,25621.25,15348.77,13125.16,15096.05,14627.35,40652.47,26189.33,129900.06,47820.46,,41104.25,23920.71,12868.65,16138.45,13269.81,25425.18,16078.98,26158.73,41265.88,,,,62424.07,44899.23,,52649.4,36403.8,24329.09,,10693.6,18527.61,10926.26,26255.8,24228.25,16385.34,17064.52,12643.24,34026.71,20218.46,10513.5,30017.81,14998.58,,,27055.05,13649.65,111366.25,125531.35,38627.8,25152.34,13107.0,17065.61,24014.82,10312.02,13646.11
14,10083,AL,25411.33,24224.41,,29484.66,22891.28,22162.81,,22127.58,,32166.84,,64719.16,53757.78,40310.44,32132.23,31771.12,78552.72,46974.38,32647.11,,,208314.0,82332.8,,,,,,,,,,,,,,,41013.45,62877.87,41402.94,26045.07,,,,,,28637.92,19665.19,25358.69,24424.71,,,,67884.35,,,30376.94,29238.52,36859.83,,39080.0,28485.03,32427.4,54299.31,48234.81,,,,85520.01,,88567.58,77069.44,50726.75,,18254.54,27523.74,,,25312.43,29683.63,,28478.6,,32863.96,,,28730.83,,,,26527.69,,,64813.9,39896.23,,,,,21409.51
15,10085,AL,9234.51,8569.91,13147.12,9198.34,,6105.17,,,,,13251.66,10020.88,9046.08,9005.22,8814.15,5515.03,11823.06,8626.2,4788.1,7506.67,,42915.83,16137.2,,,,,,,,,15714.54,,21841.14,,,20755.07,14762.45,13428.88,8760.56,7039.31,8136.05,,8156.75,,8904.6,7851.82,6434.11,8581.45,8700.78,17230.13,,38676.86,20283.65,9972.81,13713.68,9784.92,,9841.79,7179.56,11955.11,8336.18,10187.37,18503.63,,,,23916.18,21006.03,,22373.0,19027.21,,,,,,,5736.45,6116.27,6896.66,6015.52,14880.19,7689.47,,8871.34,6863.14,10005.61,,10419.35,7155.8,37014.08,,14824.04,7390.55,9930.83,5329.36,12801.05,5996.0,
16,10090,AL,15895.85,12261.76,36942.13,19261.06,11244.67,13605.33,23436.0,12608.35,,21140.2,40922.69,22739.17,29230.16,21879.67,17533.95,11533.61,25557.27,17334.29,12425.78,17070.85,13309.53,,50827.25,48986.5,51631.55,43071.85,53509.78,49517.98,41316.47,43251.69,50407.23,37994.29,29673.25,37387.05,22499.45,,,22996.51,34431.22,16002.39,9974.11,17698.72,,,,16668.77,14230.07,9469.35,12995.6,11746.9,28421.0,,78671.69,54034.92,17683.69,28707.09,13750.08,15237.58,20665.7,10256.46,23385.03,14545.45,19319.66,29125.6,22119.5,,50026.44,49846.76,33297.96,27616.0,52108.5,29096.96,24746.26,17440.12,12832.25,17570.65,8708.9,28574.53,14544.76,13834.85,20744.7,11901.03,26929.41,16795.3,,25622.11,12545.11,32175.75,21566.7,19598.81,14389.71,108403.7,,40766.91,18691.7,,,,15169.05,15527.85
17,10092,AL,19721.16,19780.81,42953.96,24715.49,20167.44,17991.55,17663.67,13768.86,14925.73,22809.38,53989.2,33445.96,37257.12,26796.44,20091.23,16050.43,38755.07,24504.98,16575.68,18224.94,11536.7,118753.55,60159.2,60463.41,56002.36,48382.84,65326.54,43303.12,39180.41,37283.91,48725.94,40134.46,31864.62,44569.55,25695.58,20130.77,39829.71,23748.78,36469.72,19579.98,13230.72,21197.84,12193.88,13808.7,13998.42,25076.52,17522.24,12586.19,14783.96,12790.15,31237.71,16934.21,132411.83,67459.02,25973.21,43134.05,24222.41,16284.34,24075.25,20305.12,23075.4,18324.23,23387.13,43263.4,35729.68,22235.24,66339.45,75530.14,47842.95,32013.39,54259.03,44893.41,42439.83,21343.71,15741.34,19683.36,15270.18,40155.23,17338.4,17854.04,18758.39,14723.71,37501.61,20644.4,15843.19,31789.09,17724.52,31142.0,21582.41,37799.25,19229.78,131238.8,115242.17,53467.02,26675.94,18125.89,13532.52,31876.65,14221.64,15017.81
18,10100,AL,10710.88,,22469.92,15909.18,16238.65,15524.21,,,,17074.0,29382.78,,31351.36,20063.78,18287.26,13348.58,23682.44,16812.77,12937.5,18462.5,,,43329.33,,51544.1,50330.57,63661.7,52344.19,42373.7,35897.94,,55798.29,58105.29,20636.0,20873.58,,33484.46,21022.32,26038.65,16245.77,11514.46,13296.84,10113.92,11143.81,,15005.92,12264.08,8219.12,13536.57,9824.6,,,120623.54,32005.61,16902.15,,17836.0,,15325.75,12325.33,,11817.94,17291.71,22343.75,18936.64,15272.06,,58781.75,36947.47,,43779.3,30446.13,,,7521.82,,,,11635.39,20213.85,17816.0,11741.27,27741.0,16013.83,,,13212.34,,,,13493.0,76883.29,,36063.85,21372.2,,,,,
19,10103,AL,51343.75,58523.0,52779.65,36098.13,28289.04,29608.67,,25461.51,,33272.8,62564.88,51931.34,46880.5,42849.43,32208.38,24738.43,56600.01,38077.17,,30562.64,19482.37,189003.29,93172.67,85915.27,59350.04,45315.88,105208.43,70744.62,81675.1,59794.24,97549.73,56672.45,53823.2,82803.09,35347.34,25822.3,40671.23,29848.68,44334.32,24829.95,15070.03,28780.38,18150.64,15978.68,17492.37,37859.04,25742.14,15866.68,22673.4,13602.91,75537.0,25332.5,240902.55,104276.93,,58976.9,29867.34,18328.44,37780.92,28974.57,34150.0,28941.01,33375.82,88393.85,,,111408.7,90272.3,72131.38,70678.56,,64014.6,,,,36456.71,,61158.8,31539.3,30587.57,31412.97,22093.9,46244.46,30405.3,16675.66,37511.73,26028.48,64558.61,,26691.58,19417.07,239706.1,,79144.42,39406.88,,,54792.06,23555.7,25801.76
20,10104,AL,55219.31,46616.88,77819.91,57980.18,36251.91,36930.39,,42999.7,,51037.27,114612.0,103398.4,102729.45,62338.26,39041.38,27776.57,73456.45,41696.56,27817.36,,,233131.47,94900.1,119628.2,107809.65,92638.62,,81523.3,72954.0,91113.09,153780.73,104506.34,73429.84,85967.56,46395.37,35276.78,68941.31,34276.09,71868.04,33734.74,23345.45,40851.57,20128.57,42126.11,24602.43,70390.19,28423.59,17751.51,27794.41,28750.57,97223.37,38189.72,338452.77,118473.78,38771.45,106866.27,38377.42,24265.56,41749.57,16593.63,52724.89,29468.08,31565.54,97549.66,,,112660.76,141898.65,89407.85,80925.57,,88570.36,59123.5,55430.5,21991.06,32485.13,,,22359.35,,74281.26,35499.46,74008.64,41305.72,19385.84,54030.52,31194.01,,,73707.75,22412.48,,,103564.08,45838.54,35241.6,,,32578.58,27576.33
21,10113,AL,14948.15,14891.23,36794.05,22454.43,16141.59,15692.79,17452.53,15097.66,12466.23,26163.45,37811.81,30808.06,24069.04,26865.59,22112.39,15360.08,37341.5,26568.79,14899.2,16233.09,14039.97,99771.76,43421.46,47927.06,40411.08,28962.95,64052.63,43783.65,38903.79,39448.04,38606.21,32699.6,22016.89,43860.64,18120.35,16052.41,41451.38,22511.93,27926.06,20786.42,13654.06,16868.06,9833.32,13430.78,12925.05,22995.42,14432.76,11721.42,15462.32,13840.5,28067.55,22973.66,106916.58,47485.61,30536.78,25234.31,20941.13,13974.06,17815.01,13358.94,23392.88,15238.77,18437.73,31764.65,24590.82,25102.9,38601.54,,27902.12,21514.48,,34673.64,26351.52,13594.51,14664.0,14631.95,13928.07,,13385.08,15837.91,24186.62,14932.32,28971.66,21359.75,12754.15,27272.93,15324.98,34357.48,20155.21,34235.55,16728.14,100201.08,104057.34,37154.64,23814.27,15418.16,16401.45,26058.76,11302.32,13327.2
22,10139,AL,73846.21,45197.81,120088.88,74280.16,57435.15,50127.26,77613.11,42371.0,38751.15,70293.37,135745.33,110942.65,109482.89,87065.21,70835.63,49849.42,156958.48,80879.27,46986.63,65759.42,42618.56,459985.27,197806.95,111007.6,143124.75,68691.12,167274.33,102363.65,92171.29,96394.66,152865.86,122589.17,84921.44,117246.42,,54649.33,82783.53,56797.53,100828.81,52660.62,37682.04,34215.64,35395.2,,39286.26,68922.11,43710.63,29840.47,39666.97,33436.72,101198.46,55030.54,414187.65,145336.5,87496.07,100524.5,60912.91,41300.61,63265.15,42766.93,81728.91,49507.56,64403.87,82426.33,84047.13,,78996.12,146034.43,78418.76,58186.2,,90238.53,71302.0,55472.96,27014.06,44763.7,45208.16,165102.84,48607.47,59003.03,86913.42,40721.2,126907.33,72772.72,41628.14,82340.5,43965.13,155719.72,,119449.33,48573.22,369801.46,,120085.72,91978.13,47264.77,35458.07,122329.09,26757.02,43971.17
23,20017,AK,34805.13,,,31073.18,,,,,,,73758.72,,46478.27,42556.45,,,53893.61,33906.61,,,,,,113627.31,,,,102015.94,,,,,,,,,,49010.5,66702.85,46251.81,,,,,,,,24058.09,,,,,,88167.57,,,37077.64,,,,,23532.0,,,,,152779.8,,69694.72,71744.4,,,,33638.2,,,,,25603.8,,,,65844.72,32059.53,,,27423.18,,,,,,,72748.74,31728.76,,,,,
24,30002,AZ,34803.81,25171.21,39281.2,32731.96,22982.41,23602.38,26573.69,19650.32,19315.33,,102967.29,55264.96,36736.48,35300.37,27294.2,23858.55,41500.02,27485.14,17162.84,27386.41,12236.41,152407.0,77690.63,79001.55,75950.37,51266.68,118181.62,76914.06,76924.81,71337.47,85223.43,79930.72,51284.54,50041.77,,,69798.08,45183.85,49272.03,29212.32,22082.5,26899.71,20219.92,,17533.44,34207.86,23764.42,15880.32,21434.14,19261.3,46952.58,21132.38,187034.02,61897.16,35451.77,60449.76,27020.25,20059.16,28409.13,25253.42,37454.51,21694.19,37192.66,50841.26,,29592.82,102920.78,,46251.11,,70715.57,52295.34,,31411.76,18451.08,25925.61,17016.66,,20926.7,17828.15,28038.15,21254.6,52004.69,26630.68,21412.0,29373.0,22165.73,92588.57,37218.16,32825.33,28987.85,142075.59,150485.3,58494.39,30863.81,,15790.72,42535.63,21261.2,24080.95
25,30006,AZ,24474.75,27065.23,37287.87,24039.71,20523.88,18275.15,21194.43,20266.26,16239.31,21234.31,45543.64,32903.32,24767.74,25439.42,22843.8,15956.85,29236.33,21657.66,16629.31,24561.85,14243.14,113388.69,50692.67,67736.26,54707.08,45610.21,57254.58,51096.13,50446.07,67324.27,62373.96,44033.23,30883.93,34066.56,23705.65,24820.08,43657.92,29009.64,27629.31,19696.35,15059.81,26616.37,17014.76,14352.1,14756.83,25359.31,16874.84,13644.82,20891.92,17284.69,42726.91,18473.16,113308.06,61836.9,24076.03,39395.58,19554.23,17370.87,19863.23,15727.68,27109.52,21315.43,19514.76,40455.17,28041.63,33805.92,75925.05,82478.11,30259.31,37996.95,56589.23,34048.06,,20712.0,12773.13,17943.75,15322.46,21115.28,15683.4,,19703.47,16506.64,34480.23,18587.26,15461.89,32329.5,16999.92,28373.08,25088.78,40425.6,14738.42,112543.08,,40996.72,27174.76,,17661.73,34569.64,15835.56,17602.31
26,30007,AZ,28571.61,,52007.16,41700.73,33446.66,,,35642.55,,43737.33,,,50722.8,43348.68,39316.36,,60966.47,46712.25,,,,,,86980.0,,,,92169.34,78192.54,,103657.23,,,,,,,55214.8,50168.75,55778.18,,,,,,,34611.73,,,,,,241359.46,92949.61,,,43361.17,28456.16,31380.45,,,35377.36,,70431.25,,,,,56397.54,,,69613.78,50300.66,,25109.06,28258.38,,,39102.94,,40928.0,32284.38,59893.12,38804.09,,,28338.84,,,,29966.0,169275.41,,75725.83,41624.02,,,,,
27,30010,AZ,35968.5,,60768.37,31633.4,24986.15,23649.81,24772.0,16577.25,24976.66,23534.4,42848.1,27401.3,32729.83,26019.48,17703.2,21007.07,27702.74,22989.78,18232.5,19779.81,,114822.35,59075.05,,,,,61007.93,53300.0,,,,,56383.36,,28350.35,47278.72,34676.85,34853.06,20181.31,18594.71,33847.61,,15676.21,,34965.5,21642.46,15355.97,20971.0,20766.42,40458.65,,121876.62,63392.76,29722.07,39111.66,19626.91,,18923.92,,26780.25,22656.5,23876.13,45713.41,45927.72,,82006.87,63960.72,46469.2,53533.33,,41346.23,,32488.11,,21577.79,,21987.9,15764.04,17079.2,24771.7,18691.93,33515.0,20211.47,,22469.0,18701.69,,,,25519.0,108895.5,,44981.33,26505.66,,,27199.66,23253.07,17447.54
28,30011,AZ,26294.52,19274.15,39619.58,25671.59,19327.88,18121.1,18102.94,21789.46,15574.17,27816.18,59692.08,50349.23,33570.0,37067.33,26154.49,21585.14,39790.46,29055.79,22053.0,33713.6,20792.63,120973.05,57530.28,77326.44,64076.38,66510.68,77484.63,54746.96,53719.23,,104661.75,65129.72,43372.85,46076.04,38166.64,,,33145.7,35876.17,29626.76,20776.95,,19933.0,,20488.31,34328.43,22057.41,16034.25,21210.1,19779.75,35550.18,27291.23,145311.31,65328.93,30751.61,56076.47,24248.58,14614.81,25561.46,17723.68,61110.13,21448.0,25443.92,48144.34,37816.45,,91753.51,70780.18,46147.82,59996.05,50984.5,41739.4,34732.4,32074.17,14988.27,21254.93,,,17746.43,19324.66,28321.33,16539.1,37531.14,24486.26,15944.31,23575.44,19743.04,,,,24647.62,136380.12,172853.5,45108.78,30657.64,,18487.57,39406.73,17370.62,15668.22
29,30012,AZ,26771.78,,39680.85,20543.63,18259.21,19952.86,40709.36,16756.23,,17407.13,39587.6,26770.22,25121.56,24646.59,19235.04,15381.73,30141.54,27394.67,18965.25,18173.2,14791.63,126389.41,59712.6,,71906.95,67879.44,110333.95,64923.98,69830.07,,,,,42045.25,32933.45,23961.84,,29027.65,20518.54,19537.29,14115.9,17704.91,15715.27,,20046.07,19118.57,16687.5,15269.59,17342.82,14897.4,22724.71,22336.36,89820.08,50929.84,30155.71,23077.25,18224.89,13607.12,16032.65,12371.5,27873.61,16521.54,17527.0,33973.85,26919.36,22885.28,118435.76,,57120.33,,,42310.12,,24406.32,13585.15,20779.1,14098.56,,21227.88,20901.42,23598.22,13926.61,33437.38,16764.97,16023.36,28667.18,15383.93,,,,16668.0,,,45669.39,21980.94,,,,,15001.0
