,Prov.Id,Prov.State,DRG Charges 039,DRG Charges 057,DRG Charges 064,DRG Charges 065,DRG Charges 066,DRG Charges 069,DRG Charges 074,DRG Charges 101,DRG Charges 149,DRG Charges 176,DRG Charges 177,DRG Charges 178,DRG Charges 189,DRG Charges 190,DRG Charges 191,DRG Charges 192,DRG Charges 193,DRG Charges 194,DRG Charges 195,DRG Charges 202,DRG Charges 203,DRG Charges 207,DRG Charges 208,DRG Charges 238,DRG Charges 243,DRG Charges 244,DRG Charges 246,DRG Charges 247,DRG Charges 249,DRG Charges 251,DRG Charges 252,DRG Charges 253,DRG Charges 254,DRG Charges 280,DRG Charges 281,DRG Charges 282,DRG Charges 286,DRG Charges 287,DRG Charges 291,DRG Charges 292,DRG Charges 293,DRG Charges 300,DRG Charges 301,DRG Charges 303,DRG Charges 305,DRG Charges 308,DRG Charges 309,DRG Charges 310,DRG Charges 312,DRG Charges 313,DRG Charges 314,DRG Charges 315,DRG Charges 329,DRG Charges 330,DRG Charges 372,DRG Charges 377,DRG Charges 378,DRG Charges 379,DRG Charges 389,DRG Charges 390,DRG Charges 391,DRG Charges 392,DRG Charges 394,DRG Charges 418,DRG Charges 419,DRG Charges 439,DRG Charges 460,DRG Charges 469,DRG Charges 470,DRG Charges 473,DRG Charges 480,DRG Charges 481,DRG Charges 482,DRG Charges 491,DRG Charges 536,DRG Charges 552,DRG Charges 563,DRG Charges 602,DRG Charges 603,DRG Charges 638,DRG Charges 640,DRG Charges 641,DRG Charges 682,DRG Charges 683,DRG Charges 684,DRG Charges 689,DRG Charges 690,DRG Charges 698,DRG Charges 699,DRG Charges 811,DRG Charges 812,DRG Charges 853,DRG Charges 870,DRG Charges 871,DRG Charges 872,DRG Charges 885,DRG Charges 897,DRG Charges 917,DRG Charges 918,DRG Charges 948
816,390046,PA,16807.88,10852.6,22842.06,16812.92,13353.82,12277.96,9771.02,13776.47,14864.73,14751.76,26928.93,18216.23,15186.65,15383.8,10559.42,8213.75,19541.66,12285.06,10552.32,12250.52,,75054.28,36149.29,65243.03,36495.37,27151.92,44668.42,43021.03,42024.16,48384.77,44426.58,32679.39,27654.32,23688.87,16762.62,16091.86,35972.9,19300.67,18081.17,12289.63,9869.28,13894.72,7572.47,12088.52,9574.56,15416.9,11853.04,7768.36,10799.18,11616.88,30246.24,17497.0,68381.25,37205.35,14885.97,23197.23,13751.12,9406.69,12564.48,10548.48,20953.09,11736.51,14234.26,19846.8,18807.54,16859.4,59412.17,41147.13,30568.24,31319.14,51045.34,30509.71,24877.25,18263.38,10077.32,15568.48,10705.21,20128.07,8960.63,11638.09,11115.39,8242.53,18777.29,12181.89,9670.09,14233.16,10488.2,18975.72,11956.66,13017.35,11599.37,69991.35,90716.45,27704.69,14286.51,,12671.7,17057.2,7984.0,10537.81
817,390049,PA,46133.88,37730.38,86879.63,55388.44,38935.25,31456.79,35809.31,31629.91,23840.1,36866.84,72668.68,42887.08,51852.62,47289.55,32175.56,27099.03,51248.08,35509.3,28585.52,34808.04,22157.73,204629.14,90343.69,158762.64,103103.7,87557.75,122932.96,82488.11,70294.37,92581.29,149333.17,125504.06,85201.74,61166.97,47451.97,37280.33,66960.53,46808.75,53817.85,39063.05,26479.06,38675.5,18718.12,22799.56,24227.82,51747.41,32253.48,20173.16,26177.25,22696.29,64487.06,26370.31,214879.78,98107.48,39540.51,74512.41,37096.51,22211.2,35917.34,26505.82,43599.98,27600.24,34274.93,68092.18,43831.25,39671.68,189861.36,123199.9,77753.44,96957.15,131865.21,84368.63,64497.47,41526.52,24407.9,35065.07,29308.25,46734.92,28358.03,28000.29,37713.84,24804.89,68000.2,38144.8,26012.18,41190.81,28306.98,67237.55,28067.97,67446.18,28390.6,179254.42,252731.7,76039.81,42368.41,28085.54,17405.36,72974.5,18230.8,25023.8
818,390050,PA,23118.26,28731.88,55112.74,38352.75,25400.8,24461.58,23138.94,24014.41,21873.0,,41883.02,31729.58,34559.32,33379.56,18017.78,15069.54,37687.75,24131.42,,26120.27,,161256.74,76383.64,106653.72,66771.52,56363.92,75538.9,50157.96,48960.0,62163.1,90136.71,60186.53,35234.63,57585.5,25757.15,32425.91,62187.76,33070.29,41693.37,24628.6,18537.83,20452.55,22191.47,,,38801.6,21764.61,12875.7,21150.98,17158.48,52767.8,30284.58,128923.81,44288.7,22756.14,56275.55,30978.84,,20860.66,16554.91,32244.66,19727.24,24293.62,34900.36,,21400.96,57583.45,87064.06,40892.33,40340.75,92890.55,52634.38,,18549.44,,28694.83,22063.55,,15764.69,22219.35,28352.23,16839.32,49815.22,22564.55,,25213.48,19607.93,41955.44,21750.1,34016.72,18579.02,113598.43,146139.5,58602.53,28659.25,,20256.41,57922.13,13655.16,
819,390057,PA,39160.36,,45020.28,26742.93,23970.04,23004.52,,,,29599.86,49812.5,34406.73,54266.8,41171.14,27890.2,19818.4,47915.14,29998.56,19682.62,31606.33,19868.0,162455.66,92009.41,,57310.47,38396.72,,,,,,65064.28,53283.21,48252.38,26608.61,21868.85,,27724.8,45108.83,28673.7,17326.58,,,15137.78,,58169.17,23504.19,13769.72,24252.95,18724.5,,,161126.0,59673.13,,61882.07,26155.94,,30963.47,19212.54,43036.08,22457.43,37138.84,42751.84,,,,,36432.83,,68593.84,43605.6,,,,21479.9,,,18718.54,,27413.76,20736.16,42378.1,25355.39,,23033.42,19787.56,,,45025.9,21431.76,138634.75,,54318.1,29854.45,,,,,23364.92
820,390058,PA,46258.04,,,22309.88,,14328.81,,,16967.63,,43456.17,,30177.35,26672.89,18955.86,15741.71,41637.93,25044.04,15766.06,,12490.72,,77278.91,,,,,,,,,67248.45,,28767.3,,13044.83,,,30862.5,20156.73,15249.83,,,13358.27,,28289.9,20368.85,13240.43,14217.43,13143.73,,,106693.88,84298.94,17052.62,30571.84,21925.78,22328.5,23564.37,,,21609.89,,,,,,,62022.65,,,56321.68,,,12615.45,20415.29,,,18428.97,21867.75,,15919.6,28732.69,17965.9,14162.52,23434.3,16317.26,31906.0,19260.38,28343.06,16988.64,125687.0,,48087.91,23144.9,,,,,
821,390063,PA,47562.06,,55321.84,27931.32,27265.93,28376.4,,18960.4,,51153.82,54687.08,38078.67,43076.43,37331.87,26585.4,28375.37,48320.5,24170.67,25335.89,27425.81,,181107.51,83004.2,116468.67,67162.75,58175.48,127220.8,90997.89,83118.43,58332.0,116365.08,94856.02,,62099.07,41180.9,36604.5,83047.63,49039.78,65836.85,40549.03,22894.0,30944.57,,,,45414.46,26568.86,21076.89,29602.1,24002.58,77518.79,,190104.13,99547.38,42399.18,60697.95,35412.39,,31094.74,22169.86,39992.52,29591.58,36060.1,67960.0,,29846.81,113335.69,96612.6,52824.2,,99060.78,56513.55,,36448.08,,25241.37,,36604.21,22911.66,29353.2,29637.07,23525.22,51552.28,34870.42,,44986.91,25839.47,,,57044.09,24471.4,200073.23,204193.16,69129.45,36771.91,,,41714.65,,
822,390073,PA,20481.7,19238.91,25636.1,19697.34,15904.46,13947.28,17621.68,12178.26,,19532.41,28104.17,26016.95,17185.67,20368.7,15074.34,11344.54,21202.63,18099.92,12769.19,14082.35,,69061.81,33208.65,69828.13,38139.28,29197.69,59213.36,44548.56,33802.47,26664.31,50016.42,43629.85,25381.52,29967.58,19076.71,15059.28,30865.05,21125.14,22304.07,16006.75,11020.18,13231.83,8556.45,12756.75,10928.93,17980.24,10989.52,8368.5,13210.11,10896.39,28629.27,12187.58,68288.88,37535.32,14572.9,26395.28,17193.56,10456.0,12733.78,10609.26,27470.37,12256.45,17080.08,22080.45,23332.53,,58766.92,52630.52,30754.01,,40908.3,26896.71,19750.34,,11629.61,18527.92,11542.36,18608.17,13078.49,11505.2,,10737.03,22891.34,17301.05,11776.37,19061.11,12202.5,21460.32,17071.36,,14367.13,68752.54,88964.17,28449.84,16262.24,18095.9,19752.63,28141.0,15426.41,12149.33
823,390086,PA,13167.19,,22214.14,12652.34,12003.69,8254.61,,9691.83,,16766.38,,,12559.22,11759.76,8988.25,8009.55,15901.76,10797.36,8833.08,,,,30380.17,38695.45,48215.41,24491.18,52829.66,42320.9,29605.21,20181.72,,30253.82,,24590.72,16069.26,,25487.9,15651.69,14552.26,9971.16,8176.9,9050.05,,,,11169.55,8002.42,5945.87,9338.66,8004.91,16917.5,,44837.25,,,20618.27,14824.05,,11547.33,8764.09,,10183.75,9516.54,,,,,37804.45,32944.22,,37745.63,26731.45,,,,8898.56,,,7319.52,7995.58,14321.72,8641.57,18436.27,10350.11,,12024.66,7474.05,13849.0,,,,44770.29,,17405.64,11304.04,11112.43,,,,
824,390100,PA,18478.94,23315.48,28618.35,20439.97,14732.17,16158.83,27236.64,17639.07,13727.55,23213.32,36364.68,27189.9,33762.44,28438.89,22140.23,16804.81,29790.6,21335.3,13736.78,19590.92,23422.23,108407.6,57178.3,52510.71,70968.52,53692.86,78875.81,52988.37,47084.86,56597.0,53524.5,53868.68,31130.81,40502.38,27065.93,21433.53,71664.56,32922.72,30906.97,22254.23,19512.28,21952.64,12468.0,,13889.76,28137.3,17981.18,14862.81,18256.94,17130.28,29257.62,18751.63,96814.85,47031.2,24070.19,35337.67,23173.55,13945.83,17797.27,13966.17,24269.98,18476.05,18902.75,35456.67,25597.35,30385.11,65430.93,51426.32,37761.43,35468.74,52399.34,37404.61,29007.56,17429.01,14490.29,22700.97,17061.06,33526.71,19272.07,20251.04,22764.11,15709.84,28558.07,21371.94,13314.92,22646.21,17003.51,31076.46,25562.71,25761.76,19929.16,86237.59,,40281.43,23904.75,,13007.61,28594.88,11402.0,15303.06
825,390108,PA,46515.71,,,,,,,37069.33,,,108197.71,66901.27,,64549.38,64606.68,32854.7,50409.91,63454.86,40918.0,52534.18,39819.66,219076.58,93799.8,,,,,107328.11,101776.53,,,,,90229.72,,46453.72,,63106.96,60824.87,45451.34,37125.92,,72104.41,,36920.36,54833.72,48710.21,29953.02,37905.07,31736.08,,,,,,,51113.52,,57897.05,37473.61,,39872.48,,,,,,,84364.05,,,83653.83,,,,,,,29420.81,,,33328.53,,55184.6,38792.08,,37010.27,,,,45475.0,,,64074.0,61571.0,,,,32474.41,32358.19
826,390110,PA,15863.27,11206.8,25634.88,16675.7,14711.57,14034.67,13103.66,11114.07,10106.22,17303.52,25847.16,20303.57,18453.83,17618.32,12425.14,10807.0,23814.37,13830.67,14440.46,12730.0,,62857.67,37935.7,54589.9,35427.38,28726.81,62722.95,44054.25,35448.83,,59525.73,39740.28,,27346.61,17092.31,13544.18,28219.31,19462.0,26331.28,15281.89,10571.37,13058.11,7850.52,9818.23,9733.75,18601.57,13107.98,9537.19,11186.48,10493.56,27838.07,13332.37,64465.57,31515.62,21019.27,28740.22,15552.45,8047.77,11160.59,9866.13,19581.71,11218.24,12961.41,,,10464.41,66551.38,,31903.5,,39635.22,34997.71,21392.86,15199.31,11272.35,13022.91,11946.0,17345.16,10032.03,11612.71,20885.76,12177.23,27307.15,16137.86,9406.32,13747.24,9821.35,20890.81,,,13883.88,68097.75,62009.79,26913.7,14708.59,13096.52,,19050.16,10506.96,12040.37
827,390111,PA,67320.14,62964.25,124335.05,68179.49,47374.65,47715.09,55450.39,47656.13,29989.63,52663.95,114472.96,60186.36,82293.07,69081.18,48745.35,32410.91,96698.44,44947.93,28518.78,35342.53,,309655.3,106033.61,164670.54,168291.0,138716.95,160851.46,123502.45,93924.26,172985.65,195059.83,137375.46,88642.36,111915.33,,,137179.68,82604.11,95431.53,54371.48,35508.38,43702.23,47847.26,25220.53,35669.75,60518.82,33093.62,28820.0,33546.67,26674.43,97642.2,43515.41,228893.72,139577.46,48171.47,93059.14,58853.33,,33241.51,34571.43,53799.03,37519.3,53627.05,,59189.54,59282.36,163281.89,,,111257.83,204139.41,126645.07,,54509.28,,54682.2,45625.66,,37726.02,35150.57,70320.17,36079.41,57849.68,44536.65,22338.25,52868.31,39409.09,71498.94,50064.36,61419.45,36162.28,293254.47,312611.9,107488.85,56376.2,,46847.09,89192.77,31244.21,48156.41
828,390133,PA,43653.77,38374.34,74681.34,43307.03,28011.41,25423.84,29810.7,28153.53,21906.86,35496.91,72676.34,43464.69,46800.88,40001.54,27258.91,19388.22,60476.77,30670.7,21586.08,30053.19,19225.44,204485.3,86902.19,143630.96,118055.28,98532.75,123628.5,85700.9,70353.8,107129.05,115499.7,92720.3,55492.82,64268.65,40279.35,26823.52,73304.18,41733.01,53452.07,29413.45,20296.86,35561.12,16225.5,26206.78,22114.67,45512.34,26551.47,17849.01,27462.07,21660.3,63657.7,29893.22,187083.83,81852.89,29499.85,72324.12,34862.74,18160.63,30074.59,17395.46,43893.21,26939.23,30477.0,53841.28,44185.69,,140846.39,102873.87,74393.9,80482.18,126793.28,70992.2,,31664.4,26933.64,33847.85,24737.32,43714.0,26090.71,27241.36,52356.08,25016.73,63889.42,33169.85,20427.8,38474.36,25621.59,58606.79,42164.28,63038.43,28538.77,198915.18,249410.5,69280.99,38204.96,21548.88,26090.46,103002.52,26974.61,24165.86
829,390137,PA,34977.55,15982.97,30550.76,27871.38,19606.73,19166.28,21442.86,22994.54,16938.75,29602.5,46235.9,52462.94,35744.82,33486.58,29386.14,21944.26,42254.62,31909.25,23043.73,29803.34,21230.17,111276.55,57873.72,132723.54,81808.06,78960.5,108485.5,68890.27,53584.98,,84096.2,70905.0,45050.48,41548.92,35379.82,23047.21,44615.75,28012.68,36553.69,29274.6,20235.35,28379.0,14845.0,15377.08,17899.0,25801.07,25520.08,18300.65,20755.96,17806.29,62835.96,26198.65,155613.82,84642.37,32528.41,59893.38,32747.63,22001.7,26097.2,18510.1,35554.15,20355.34,20016.05,53286.41,42781.08,24797.71,,109417.4,72765.7,,89442.33,56789.37,46819.24,36952.06,15673.16,20894.69,16107.12,30352.88,22335.34,26316.13,23712.15,19079.84,43762.91,33488.48,19106.46,28228.17,19334.3,46819.3,23597.16,39301.38,26312.28,153469.66,,46499.57,27249.51,20610.84,13894.98,,17350.45,16012.88
830,390139,PA,23006.72,44919.37,78434.96,53720.52,38706.25,37699.66,38760.4,35091.5,31055.14,49176.55,108059.25,56131.9,98888.6,77645.66,48731.79,32863.32,82973.62,46812.65,30165.36,29701.67,26530.68,315839.57,140556.1,85444.9,73994.32,53198.54,134923.0,94502.32,,70157.48,156445.81,95112.75,54098.31,74862.26,53605.11,38246.15,80645.5,47753.89,72551.7,46108.32,34026.61,33998.15,23792.08,,27566.62,65527.52,38957.42,22116.97,31347.9,24781.48,83414.88,65919.16,264049.76,90574.92,62687.95,82022.87,64044.48,35365.67,43733.15,29720.71,44772.08,28610.23,44186.77,,38307.36,,83603.27,81604.54,48841.04,,269697.63,66998.5,46729.57,37787.45,27578.09,33261.37,29036.2,,27803.29,39690.18,55610.7,30006.38,70884.87,45277.76,31507.32,55136.48,36432.0,,35359.56,59603.3,35753.11,192500.56,,88534.18,67490.11,26157.73,28364.74,,22748.37,35869.02
831,390145,PA,10425.36,14503.21,22332.07,16154.23,12820.48,13094.31,11452.63,11535.03,11171.08,15788.17,28480.59,20289.95,18672.62,21261.42,17230.63,12576.71,26583.56,18621.04,13366.67,14625.36,9189.05,62012.88,34505.19,55739.77,,36816.76,62948.92,48775.8,39640.64,,,41217.2,35134.35,35703.83,18762.05,13917.69,,20424.45,23947.81,16605.89,12417.27,12345.66,8242.31,,,22874.37,14376.61,9133.05,12399.65,11359.34,25495.36,,65126.5,34407.38,15012.56,24887.76,13891.68,8693.14,15096.12,10024.57,17767.94,10517.64,13799.91,,18811.63,,,,22275.53,,,24293.1,22404.25,,10445.81,11920.62,9922.92,16084.45,10183.12,15622.52,19155.43,9919.64,25633.76,13409.23,10500.84,15476.75,11685.14,,,22550.5,9714.94,67041.27,,26124.73,16208.75,9892.33,,,,10741.7
832,390151,PA,20269.05,13852.93,28687.52,24837.54,20678.39,17814.88,20900.94,16770.81,15158.5,18304.7,29109.68,21921.84,23688.31,19780.02,17374.51,13061.96,25640.2,17075.7,14898.0,14286.12,13233.68,,32952.08,44298.68,44047.72,34207.72,55110.44,47971.98,38678.0,,46553.35,38342.37,37769.35,30516.63,24796.67,18785.33,,23807.6,24530.91,18233.62,14960.34,15607.65,9054.1,14306.72,15468.92,26105.34,20152.49,16471.07,16353.73,14571.22,32571.96,19429.05,63514.48,39872.15,18341.46,22716.32,17521.02,10545.9,13418.45,13392.54,,14584.19,18365.42,31675.31,21386.32,,66677.26,48007.73,31326.15,,46373.06,35297.17,28620.18,15001.75,13465.14,16499.78,11579.0,29494.91,13679.07,14681.44,20876.46,13745.75,26509.21,16964.78,15742.22,20448.4,14684.36,22371.46,16240.53,22476.13,16965.29,73155.68,,33953.87,18659.66,,,,14656.23,15749.97
833,390153,PA,20142.88,37631.89,54328.0,51679.97,36481.94,34841.92,,40712.65,29970.57,45171.78,86554.35,64674.88,62819.09,59349.22,43508.91,33450.74,82675.57,47472.23,33621.94,46998.25,30460.48,,96828.15,66397.0,69278.15,50294.85,120080.5,81698.13,82161.75,71832.56,77112.83,72647.28,,82892.59,50418.64,,,41663.82,50682.7,47144.39,30828.28,37579.72,,,33862.56,56355.17,39141.88,22481.25,36791.04,26084.25,,34840.93,199843.54,72328.96,46382.96,86715.42,43699.5,32890.93,37002.58,28734.93,47896.05,34351.97,34559.3,,26727.68,,72639.52,90955.31,57652.39,,,64353.31,52439.51,35660.52,29819.0,37578.6,27805.25,47984.0,34123.67,,55227.29,32241.31,74966.8,46394.47,33697.5,51974.29,36184.33,,,,29847.93,,,86988.77,44017.84,,41558.0,,,35990.14
834,390162,PA,116349.84,31550.56,42558.0,42863.95,27167.35,26987.27,28526.27,28693.8,28227.81,51154.66,66889.21,51414.04,64055.73,48146.05,38729.48,28380.92,66631.96,39648.48,38800.32,32734.42,21972.94,,90333.59,168473.57,175124.23,154426.56,226768.27,145998.4,125763.62,,170022.14,180076.18,,71125.61,52092.47,,100649.92,56139.33,50682.08,41250.84,26988.03,35548.03,19231.63,42053.33,33963.76,47416.67,42359.49,26282.8,32889.42,28363.29,88248.8,46673.57,,192883.67,74556.71,75684.52,54589.28,39152.2,44108.38,32123.38,40661.48,35947.11,54004.58,,90117.43,,178117.54,189285.91,133355.87,,,120633.34,93480.81,,25097.88,32703.2,25100.5,76097.64,26660.12,35175.4,57028.25,30346.63,66042.47,46212.04,23385.35,36436.6,37438.03,59982.63,,,48643.09,239304.02,182719.41,72229.77,47502.89,,,,19710.05,25141.15
835,390164,PA,59151.9,38221.04,104702.69,69011.35,52807.6,41382.97,40090.43,41761.82,29884.21,46597.08,99801.42,64866.22,66256.19,49132.79,40180.88,31550.8,81757.83,47638.7,42497.08,37253.39,17500.35,300834.84,126998.75,162711.53,128413.12,89793.42,139757.39,85023.49,84220.59,91306.75,176695.67,137015.56,98892.27,122026.27,48770.23,28659.05,130772.18,62452.31,73763.46,44112.48,31320.29,36489.94,33879.82,24547.33,24520.7,52052.53,33416.16,22099.83,30456.99,26225.66,121067.43,61925.31,306637.48,155109.16,45615.09,111518.98,48468.15,29807.35,37720.19,22976.12,61807.48,34145.09,43775.9,71497.95,46244.23,38877.58,144320.83,200854.14,99873.77,94855.94,236038.89,100299.36,71163.35,38993.49,43625.93,43570.27,40334.39,82289.07,31616.04,36399.5,41053.53,32073.09,82134.58,47114.34,23912.82,61426.69,33686.63,97097.47,44500.58,58013.22,35669.87,340380.59,310496.22,132520.05,61702.37,29899.5,24038.26,94285.77,22457.3,28055.92
836,390168,PA,26107.15,,32706.0,19955.8,20379.47,17569.01,,,17722.0,,25946.61,16243.81,21207.91,15759.46,13883.46,12311.25,22845.9,14052.28,11135.31,15647.17,13221.66,,53225.23,,61417.33,47948.26,,67048.16,61857.27,,74540.68,62622.95,,30668.5,22637.46,,29009.76,25695.38,27329.0,13809.48,10020.86,12715.5,,13456.41,,22656.07,12648.11,12025.42,12985.82,13699.81,,13765.63,78959.54,37012.55,,29967.33,16565.91,,13650.78,10306.18,,14566.2,17010.63,34019.23,,,,,34696.93,,,31550.07,,,9874.92,17614.38,,,10436.22,12071.29,13330.07,11599.28,21765.9,14250.56,,17591.47,11852.48,,,,15047.11,,77633.0,29123.45,17243.15,13803.56,10168.06,,,12600.0
837,390174,PA,51713.8,47967.28,100441.47,63767.11,40411.4,37356.75,36228.96,52655.68,22688.16,42340.8,100916.51,57773.46,,52038.57,44327.59,29536.99,64771.42,45074.13,30821.31,33137.52,27748.77,207905.63,97365.32,121789.2,116397.53,69226.93,,68167.34,78408.2,67385.51,108765.81,96972.6,48856.51,78894.02,54242.59,41265.88,96887.08,58438.75,70936.29,48081.75,30964.93,43435.45,28563.88,21347.42,27281.88,52225.37,32472.36,21287.83,30976.12,25629.79,71276.63,42320.78,230099.03,117717.7,65066.36,70449.43,49625.86,24488.11,39752.06,35604.19,57437.45,32724.41,44533.97,84350.5,54004.45,40377.0,124210.87,144103.57,53362.22,86725.34,156251.5,95662.26,69272.11,50406.41,36526.88,42474.25,42049.51,52672.56,35979.82,33508.84,41587.27,30199.67,70097.78,46706.84,21638.53,55550.24,38585.64,56083.24,44627.07,64808.65,39207.37,192778.66,175467.19,102720.35,64009.12,,51912.0,45717.25,19366.95,32991.28
838,390179,PA,20250.0,,39828.35,23430.77,22413.58,20645.9,16276.38,21119.7,,25526.28,51168.28,31866.19,39969.38,35350.18,27459.39,18293.55,37233.45,26067.22,17787.8,22893.13,,,66897.36,,53422.0,,,39142.67,,,72762.07,,,49387.39,22782.2,15959.52,,24050.58,28871.2,25050.04,16133.66,18185.31,13825.63,17377.0,15008.5,27318.57,19284.33,13660.4,18717.4,15483.24,,,96309.45,48190.52,34983.83,40867.2,24063.32,14500.46,18216.6,17682.63,26131.62,17622.51,27831.12,,30569.36,,,,30385.51,,,36134.84,28098.38,,14267.69,19929.93,,,23579.85,17922.71,22817.29,15665.43,35006.0,22366.46,,22737.7,20167.7,,,,21293.38,107211.85,,45455.97,27452.18,,18015.33,,,15844.45
839,390180,PA,77177.23,80348.21,225088.0,126863.98,81359.85,70390.26,71359.8,75907.03,61463.48,125923.0,232552.37,154825.43,164654.81,140771.69,109496.25,77266.83,162662.98,124050.68,79007.05,90689.48,73108.66,581801.92,223473.27,183160.2,165380.89,125923.0,,152396.86,145617.1,149416.73,389476.27,250711.07,139146.91,164594.92,126077.8,78989.53,198861.12,103684.03,137096.15,98219.36,72185.5,86900.97,60281.35,44486.38,67333.41,112522.31,81308.67,55851.8,65150.79,66911.27,174212.56,116163.94,407327.85,226651.73,102660.14,191243.59,100869.77,54257.58,93245.35,66484.59,97945.19,74677.22,66985.72,173771.57,121657.93,100239.5,184216.0,321918.21,121588.45,,199989.76,157964.92,108809.25,93671.64,59487.62,77696.01,62231.28,136313.9,77223.04,74104.06,112602.27,76331.54,149563.02,95174.52,62856.56,132568.58,87160.73,159818.84,106275.1,117634.84,73577.48,500344.68,596410.26,191096.65,137212.85,,72018.0,129769.11,59536.32,66205.86
840,390195,PA,22139.11,31604.0,75563.3,54270.05,40320.52,29463.48,38259.07,36048.66,25613.3,50385.94,98870.61,67666.4,62675.53,48996.9,48184.82,30798.98,71202.45,44833.92,38235.76,31778.51,26171.14,244481.44,101886.37,86138.36,71528.41,48330.46,119906.77,75333.88,79071.8,79881.28,96535.79,66861.51,38501.89,79174.0,44418.5,39393.36,100975.63,47099.63,54554.51,42963.63,29042.55,37509.78,20511.57,29118.72,28397.36,51838.17,32923.02,22911.45,27800.32,20066.83,65949.93,31541.68,252365.68,98384.65,64607.83,79812.65,43340.6,25644.5,38058.73,27481.91,50792.36,36412.8,38449.18,71594.81,33091.2,58377.76,97995.26,109241.92,52293.59,,,61854.1,52572.13,33955.8,31347.17,36863.02,30903.05,54949.85,36131.4,28678.29,46022.42,31487.93,61429.33,39862.63,33584.5,39174.71,31578.78,58878.15,34773.0,55872.92,29480.51,177904.65,264329.64,82335.6,54396.1,,,,28179.18,29461.41
841,390197,PA,26401.54,,,47470.63,,35423.75,,,,,,,,40639.0,38749.63,25784.25,44392.55,32555.47,,35376.61,,,65295.66,110745.15,,,,,,,81948.18,74499.18,,59010.92,40447.81,,,,39621.0,35481.21,25087.25,33686.91,,,,,31356.58,24066.61,25919.29,22392.86,,,,82493.41,,,38066.66,,,,,20583.58,,,,,165835.0,,70766.0,,,78971.36,,,21777.42,,,,28917.14,42291.58,,19686.83,39251.13,29980.17,,,31567.06,,,,,,,76957.78,,33855.0,,,,20559.58
842,390201,PA,14979.92,23509.2,37139.02,30450.79,22272.39,19425.16,,21875.66,20418.25,22418.85,36003.58,34068.35,28999.04,27243.07,22298.82,16022.42,31381.85,24817.7,16828.22,19893.87,,124702.83,62361.33,57650.09,52979.05,43643.46,,54100.56,54312.69,,67636.16,53228.3,47279.46,44831.2,31320.89,,38479.0,27605.28,32635.17,22787.02,16743.87,18363.31,17766.23,12395.3,15101.0,28647.0,19818.39,15076.67,21977.74,17840.53,36556.6,,120405.46,55518.52,26311.46,35015.41,27052.86,22775.71,22754.57,14415.06,21562.12,20161.96,23552.42,47965.17,33193.0,,52162.19,,37413.85,,,45588.91,34744.97,,18919.34,22517.94,21437.38,25938.85,16497.96,20260.94,25970.41,16870.13,35192.03,22013.04,18428.85,31618.3,19182.04,,,,24096.41,107191.46,,47293.74,25308.68,21026.9,15161.92,,12328.92,19071.69
843,390223,PA,65682.38,24425.76,,39886.08,43080.78,29204.83,33071.75,20390.77,26161.89,,47234.81,38516.25,61070.25,61622.79,36771.35,26545.84,69715.68,37981.8,25695.36,29438.63,,,108883.3,126885.02,95084.69,97637.0,144764.18,102906.67,91855.64,131219.18,117629.37,97579.17,71789.54,70985.88,62256.77,50238.23,94796.11,62554.65,45344.19,37364.67,26322.7,40306.03,29951.76,,25412.6,38728.39,34269.86,27851.74,26194.98,23755.89,53145.75,35455.52,,119789.56,,57510.16,36559.74,21943.25,,,43174.16,28112.09,,,,,,,69775.01,,,,,,,27764.76,,,22163.29,31921.45,37835.85,22790.48,45931.0,32064.46,,22258.76,24774.56,32818.09,27434.45,32974.5,24721.05,170377.27,209053.0,70123.08,41740.31,,16985.71,,19037.09,29146.76
844,390225,PA,23510.0,,29876.53,20907.72,16097.8,17797.16,,,,28850.81,43472.81,,32702.57,30248.5,22021.56,17821.7,32191.67,23348.84,15414.81,,,,,,,32650.25,,,,,,,,29987.64,21584.54,13101.44,,33769.22,29107.12,23346.25,17189.2,,,16756.86,,30912.84,20614.62,16217.51,18843.26,,,,,,,,20473.13,,17762.61,,20698.55,16911.67,,,,,63251.72,,41386.0,,,39952.71,,25923.91,13255.93,21210.64,16096.16,,18440.08,,,18775.86,45188.64,19465.09,,,15096.86,,,23721.57,20378.69,83940.25,,31389.44,21440.41,,,,,
845,390226,PA,39054.81,32776.7,,66947.83,44711.57,32383.07,33731.78,35892.16,,53979.13,,,,69779.81,46235.04,42312.5,77127.36,48878.48,29951.07,39653.75,36614.71,,109213.44,72234.19,119766.26,86934.92,174706.36,122550.64,107841.2,120171.25,74841.96,94047.23,54164.81,144401.85,,,63899.72,49918.83,70935.02,46965.6,36447.91,35779.0,,,31230.0,100620.7,37643.12,30695.0,32849.72,29851.92,101867.84,40958.43,181977.7,75630.76,53375.26,99879.42,49746.52,30526.46,36692.53,28574.35,56683.14,35229.8,41789.04,,,,79115.86,164486.18,62582.26,65731.5,,78182.27,,34404.09,,29700.7,26029.41,,35001.42,42890.04,46758.5,37727.72,96862.8,44143.67,29347.76,72792.66,43054.64,,,49985.27,41895.52,,,105991.91,,77948.35,,,35125.42,34508.55
